"y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90"
2004,51.88004,47.64267,0.36805,-16.55471,-28.30477,-21.24676,-1.08063,-2.3376,6.47712,2.28369,0.09054,-1.29901,11.85136,771.88842,932.05909,767.44238,318.53361,530.60824,497.27044,278.37882,183.66283,198.90838,152.40091,182.84023,-3.92154,-363.68704,-137.47515,-30.36718,17.05418,-14.62928,-7.42128,33.4525,-25.42021,-25.79882,2.87281,6.11879,-74.77026,-77.97225,-251.82958,61.44785,50.45066,18.86259,-53.04303,32.68783,-7.85793,-4.66225,11.90565,152.12295,-82.75673,12.56053,7.91092,68.69112,37.45787,-19.74003,-0.44083,-102.98082,301.67687,32.74041,-12.19777,-23.74099,-3.77113,24.01716,-22.8181,-88.53856,2.51219,21.34806,2.20448,83.04309,49.74671,4.43412,37.33489,73.99624,-36.09687,-4.19248,-13.25969,-7.86648,-143.6244,71.62378,-118.93516,62.02286,3.0609,12.04351,-6.19311,12.2717,-1.49264,1.34968,26.19498,0.15686,-15.3635,8.07653
1972,42.02372,-11.84745,33.80234,9.13278,-7.19153,-1.99417,13.35598,17.24902,-4.88708,0.66538,-2.29611,13.28193,101.68253,4910.10695,2195.33483,2294.30967,2135.81295,1878.90938,786.99327,599.923,427.07907,330.4571,460.47156,206.64531,544.76684,712.55787,-281.08346,-80.91285,662.76756,82.03538,9.63734,-50.45432,-34.35061,-75.67155,-25.72631,180.98162,-867.29573,-503.43889,-167.58921,-121.78807,180.78661,-12.10986,28.2007,58.01417,9.21251,-86.99312,-1752.05315,76.39869,-211.56147,128.92968,-28.84385,40.61124,-79.19082,19.2415,-312.04271,-1297.85592,352.77758,324.93376,32.55071,154.85679,-9.236,-7.90863,-180.72277,35.63867,-285.12764,48.43644,143.42588,-272.84162,-21.92506,33.62271,-432.45367,-50.25558,-165.63575,-265.70811,27.97165,-85.81547,111.78637,-80.33642,-275.90111,117.82677,49.27893,-153.56846,276.77842,1.80647,-35.2206,427.02972,-40.62351,73.11802,-102.58369,-19.31835
1998,42.19623,14.27665,-34.33265,11.20629,6.02134,3.30139,0.21329,1.99666,-1.71974,1.93347,2.02722,8.88701,38.25506,2647.48714,1996.75157,2477.2084,884.09529,1991.24091,528.31442,591.12352,371.33269,402.90913,491.84173,315.61576,137.70314,459.49614,-781.68736,-95.87914,91.63,294.5725,3.41118,73.96375,-34.1077,19.3903,-39.26932,158.76011,-339.54691,238.30396,-382.12718,98.33557,86.67681,-4.59365,-127.933,30.2178,16.8058,23.22085,4.6531,-231.10279,-280.39298,38.68886,96.09425,-17.7551,15.41773,-47.25145,54.54689,164.56063,321.29866,-206.4018,60.40338,-114.29212,-1.48712,36.03768,-30.33215,-130.17932,-79.79608,64.0877,-7.64092,-29.09305,74.86409,3.73813,239.02207,-40.42864,142.0867,-52.46242,-111.29842,-7.2879,8.56558,-79.19507,-85.38893,-33.02647,7.77068,-177.60009,85.93025,36.6981,-14.99238,130.29576,-115.50454,17.85692,-10.36328,-9.59679
2002,38.00473,-30.42959,-11.92206,-11.69643,-23.69379,-0.14491,-9.39439,-6.00497,-3.46933,-3.63326,-1.21792,14.55848,30.34497,3577.17277,1732.03371,2417.11507,835.0709,966.1619,717.43264,653.46583,415.54233,336.40971,325.41129,265.46549,130.87515,-540.8203,-381.95299,251.07525,-38.37548,66.33288,-83.61687,-19.05234,-3.17407,28.14799,-6.45011,95.57197,-296.34707,125.38073,-424.73923,144.86763,-109.04481,23.60526,1.91929,5.63894,-11.93673,-20.27973,-365.67542,55.78508,83.19214,32.59173,-16.42503,-49.97918,77.71936,-14.4756,13.90958,167.39709,241.1551,-294.05969,75.39354,-106.72073,-14.40324,9.70224,17.84585,-798.91912,157.91198,135.10205,-23.58612,-143.03949,-56.19265,-53.22251,-55.04605,116.56142,-107.65437,-49.85596,32.83998,-4.71723,-37.31325,69.17172,-88.85485,-45.88714,2.51813,-133.70036,53.66717,-72.31909,-1.11432,26.49871,-17.00764,-3.81631,270.68089,22.88266
2009,41.41142,9.66022,-38.07631,25.58879,-16.19175,-16.67804,6.70199,10.74285,-0.0522,1.58082,13.19635,16.59937,46.21626,9728.98653,1993.62387,2777.77912,1165.42119,1099.74645,1021.30477,684.08269,278.92778,336.24511,348.53635,433.93814,310.49286,-928.47684,-526.77342,-957.34752,176.89573,-287.82077,293.62678,43.93989,-23.11081,12.84398,52.38774,-3.58006,583.62723,559.41296,-550.77538,-272.3591,-219.08072,40.75742,145.45017,-66.6844,-84.57386,55.12533,551.71886,-172.32286,868.37073,-438.31754,28.26447,143.4755,4.48496,-156.75856,-10.5805,900.11381,109.73811,665.99878,7.66657,-151.8862,-95.86767,-110.37121,21.4432,226.69053,-259.77697,-28.77499,-139.50916,204.00137,-342.85119,-10.28561,-653.72767,140.96792,409.65153,-55.21158,88.15664,-65.99625,106.77818,-65.06245,-164.14094,-154.31741,-7.85804,-363.86132,-250.69324,-246.5472,-11.93241,157.12612,-30.79555,2.49818,-398.63474,44.01089
2005,35.99301,-0.24802,-70.86476,18.6246,6.74369,-5.1094,-14.78109,-7.01569,0.27873,6.99295,0.74635,3.36586,42.1992,5389.52817,5022.52926,4099.95042,1423.11385,1787.55081,1339.59995,1123.83685,381.98988,556.89489,483.95954,357.35897,-185.75284,-1140.44891,-581.92505,354.21866,41.57585,131.16723,302.45587,95.02705,-51.70442,91.04318,-62.24141,160.93524,694.50582,438.27994,-309.21921,-331.69941,75.77999,192.55934,110.68775,-23.82975,-35.40921,71.20184,841.16168,855.29774,35.53639,-367.57509,-46.57946,183.05776,73.39041,-62.31705,-80.5497,-256.48155,140.20159,611.22003,-13.09353,27.36858,-45.8928,-147.70717,72.56569,-1301.07791,-74.97225,-311.05961,-70.05251,153.07272,-91.48663,86.90782,-805.62343,-111.68713,562.8357,106.27855,50.83111,60.92389,-371.05922,-90.08423,335.25221,260.94206,20.08399,-258.41996,-108.40295,23.76875,31.66997,180.11105,212.59472,1.46206,337.73576,-26.59166
2008,48.73739,57.17383,-0.52904,22.53875,4.21055,-21.60908,-9.22586,-5.13366,12.05146,5.98255,8.91574,0.5285,15.29387,3100.33122,3182.30079,1747.96766,1870.85727,1054.81655,1018.46472,435.34152,266.13451,337.39582,240.63235,353.4896,-29.50119,322.6735,-490.70359,379.31152,570.73903,-154.35209,135.64036,34.16943,-62.40285,29.55077,-13.18762,45.61997,229.78661,950.21441,-131.50729,-818.08473,-14.34861,95.33376,41.27316,-43.78079,-11.25679,-56.83299,1306.68278,475.03534,-224.21324,-234.34148,110.86583,81.25106,21.49239,-71.00668,-57.39382,456.41215,-687.51011,194.00956,-57.83799,-196.09817,-65.13127,14.81236,-8.17817,-415.19893,-355.31682,-182.93465,-217.52672,143.77529,-30.31837,28.52187,52.54552,-130.68698,125.873,180.23953,-23.73028,-17.81862,-33.08451,-335.29745,134.38546,26.12121,-1.54106,-153.36332,46.41176,11.38453,6.33423,164.36119,329.0925,-4.221,-150.49486,5.37861
2002,52.47609,32.61729,29.49081,-0.37261,-31.95938,-13.1063,-2.8888,0.64424,23.23249,8.7832,-1.93661,4.30539,24.8392,1575.92767,1062.96801,674.95888,1019.3317,520.69278,338.03276,366.92105,386.16525,214.69763,142.31608,205.83143,7.28854,117.53169,133.72214,-77.16629,-33.82091,53.55594,13.30084,-87.2462,-79.53023,-3.52258,24.87014,-6.25338,39.78175,254.22727,-105.68667,-87.27049,11.44651,40.06945,-3.42815,20.42611,7.99219,-28.16276,61.1073,75.38427,-5.1168,130.27384,82.04779,18.15174,6.31679,51.54742,58.58175,-119.47422,34.47911,-38.92253,-80.45244,-34.17483,-8.08262,-34.3032,-21.24276,61.4684,-42.21781,129.31316,-53.58369,-7.08673,54.25551,-16.40961,180.75354,194.42896,-34.50097,-53.6402,29.37273,24.2408,-164.86973,19.26982,-12.76837,-197.74615,-30.68148,-13.55801,25.97936,67.14977,1.71604,42.78768,-27.55561,-2.31264,64.4228,-24.54053
2009,48.24219,-3.51169,-7.66328,-1.09934,2.82149,-11.34827,-1.54336,-7.78061,12.7497,3.72408,0.65332,2.37836,29.10928,2425.42697,1095.71402,1743.31074,733.1265,987.02954,594.60431,689.85439,340.95113,578.61408,370.9359,283.03136,91.88721,-142.60353,-244.27132,-87.79522,-6.48893,-13.90479,-79.31206,81.28172,-31.06933,-30.88978,-15.84882,48.64072,-475.03292,12.26525,-191.81685,-32.9309,-13.25939,-35.82522,-147.95741,41.33264,46.56829,-44.44275,228.69396,30.76123,-190.34639,53.00138,26.31996,-17.13712,-33.79234,56.47654,-0.39168,-78.69058,215.22886,70.08449,-10.80989,-95.08508,19.04717,37.02594,-43.72773,-231.95058,-89.24967,99.89274,15.01159,66.2754,-98.79697,46.87533,234.88033,-43.46675,175.56876,23.09874,67.06887,-9.72801,-72.38538,93.89589,-186.05126,3.95735,-9.12616,-44.4743,90.8835,113.74945,-8.23228,44.26221,-142.31592,11.12173,-71.80411,-44.04066
1983,45.23205,-2.29022,-15.60026,9.28666,-22.99287,-2.0299,7.8311,-7.78934,12.69416,-0.62579,-1.31346,-11.64943,43.46032,1991.39725,4133.65487,2006.59561,538.10658,1550.35819,381.14673,932.39274,284.02227,462.05895,408.33833,203.87135,67.52694,-16.26474,-586.05489,-221.06221,232.1763,248.48297,-43.20763,135.40486,-89.48633,-17.60056,-42.11887,304.61178,-225.42066,0.08722,-768.99897,-20.58809,120.11841,-12.26467,-192.77417,12.95452,55.51756,28.21406,143.09248,-13.94172,-130.10788,62.84217,91.68479,11.90696,58.28356,6.56497,-1.04363,-56.64364,101.84884,-146.42887,25.77916,33.19749,28.75538,79.58733,-41.16442,-247.81923,-485.79367,-38.00967,-17.24933,30.92737,-64.96563,-10.62941,513.38135,-154.59868,54.67033,-13.10419,-59.21615,-18.62706,48.91483,-77.66477,-79.58237,-30.74359,0.24702,-0.99449,225.3457,67.99625,-16.83468,121.20596,-177.0574,37.24595,231.7099,-11.81741
1999,45.63058,69.72384,6.01212,-9.11165,-9.57415,-20.25079,13.00715,4.26081,0.65849,3.98107,-5.0055,2.878,28.74097,1639.19464,1029.62062,647.67756,770.66082,412.38119,396.40055,328.43404,164.28818,182.81301,177.71566,197.94788,49.45447,193.39972,-106.12129,-58.27069,33.11245,-2.2978,41.45306,26.99361,12.1165,-18.61659,-5.00815,29.89771,-33.42419,112.07566,-66.27018,-159.99183,-14.66262,24.52332,5.54507,-10.54578,18.53967,11.15929,536.97827,99.24471,-30.45842,6.12241,-4.62684,19.95226,22.4809,-2.0587,-33.89982,22.02882,14.39997,-40.09927,3.96795,-31.713,-29.81679,9.41873,2.81271,30.0062,31.83136,-5.45947,49.4753,-39.87946,-0.36537,42.7978,-9.06973,2.90349,-11.00236,-14.70814,-26.21642,13.68755,-49.66166,-3.67302,-16.39372,135.65494,4.57649,4.5307,-70.71695,12.52755,-0.87861,-86.59394,47.19353,-8.58825,129.63787,-11.8881
2007,48.85467,24.53174,-5.88916,-2.84041,-0.16659,-12.40728,-0.78948,-3.09497,-6.54309,-3.26434,1.85354,-2.97393,11.27036,1416.68746,1090.87614,1142.28615,673.94009,653.53336,604.67761,746.26955,398.18218,427.82738,302.37691,177.52391,-20.65894,-339.45686,-78.80177,98.22394,96.13708,-13.47164,57.25416,112.63897,-52.94552,-66.99015,-47.45686,16.88969,-7.61923,186.97771,-135.42111,27.37817,-20.93331,148.35781,-96.40321,32.37691,17.76344,9.6545,-283.59761,42.1605,-83.52145,-60.28847,-49.21227,26.16547,70.28738,-9.87689,-13.28081,107.48597,229.90939,-45.8111,117.19916,17.52592,47.20427,13.84763,-12.16144,-190.39296,-66.57868,39.23889,104.74609,60.56924,22.75147,3.61067,-24.19274,39.03703,-96.29288,-76.5602,-31.40783,0.24439,-179.69555,123.72369,-145.18719,3.64712,11.77517,-49.27338,20.13538,39.9482,-0.59543,122.45576,-52.20688,7.06852,-45.7062,-0.1838
1991,44.93687,52.90166,25.92715,-9.48686,-31.05624,-20.46142,-1.24819,-2.32687,3.30194,2.99461,-0.37808,1.69549,35.77042,467.81594,731.74534,610.71416,582.5441,330.32116,308.53455,203.77058,181.69077,141.42127,119.50077,385.30118,17.24943,-11.13174,-103.6163,-60.49283,25.6751,-15.10597,52.60579,13.67652,64.07288,-16.13057,38.23355,68.28086,-85.08059,-34.18911,-164.57827,-151.03585,-32.73477,38.55122,-13.74567,-1.73922,-66.23297,7.23855,170.18771,-18.75836,-0.15968,21.47483,-10.48384,54.08202,-7.27316,-39.95723,-24.68183,-20.30092,225.07802,-44.39879,-69.39426,-55.34359,0.7627,-77.7216,-44.52057,-31.39367,133.11036,0.77675,-103.95228,16.5785,-101.67439,39.14962,50.7655,66.34344,17.39607,-1.31558,98.98882,35.02852,-121.50464,63.4703,-93.53457,115.13398,5.18808,-61.16938,30.21239,21.66032,13.23675,26.37068,-179.76231,-8.15296,20.89959,-85.30117
1992,44.66036,3.7059,-6.47971,-1.10157,13.62389,-15.66975,2.12746,-4.01462,-5.32158,-0.30719,0.01099,-2.8414,35.7894,1768.57547,1643.79839,1298.13225,856.92454,709.60582,437.05611,744.70416,329.41568,377.94971,250.02613,183.65985,-11.89332,-129.35284,326.63043,-97.24862,-43.75964,-67.15244,-49.12661,44.75309,-25.11152,-3.82827,-28.7186,61.93755,-179.15655,-389.6266,142.90217,-2.82222,-104.50747,5.30317,-119.1778,0.08036,34.59159,21.19018,413.28106,262.4036,-129.5249,124.628,67.60653,-4.70026,94.2078,27.17889,12.66488,-19.32918,58.2113,-274.41399,-26.9479,-79.0941,5.48062,-2.40156,5.99307,69.82624,-93.66504,2.55179,3.86032,-27.04654,-70.76951,-2.79803,80.00064,136.11066,141.2234,-30.68268,16.17799,-12.26971,-124.55365,73.75067,-20.40981,21.63621,5.5244,-137.00622,-60.90706,-1.67253,-1.49777,-19.50346,-38.23141,-0.5234,9.79216,-6.00523
1996,35.13359,-23.78319,-84.04897,0.99588,6.92801,14.17688,-19.87917,12.84926,-6.63885,13.27001,-7.57836,-2.8157,37.57292,3012.39741,1636.5724,4122.31763,1357.35272,2641.25831,1374.93529,1128.40527,619.67037,610.38809,666.76115,234.95295,-46.62546,58.42026,-430.5362,-224.23068,300.84182,-133.64266,108.33277,82.15885,54.41822,51.77465,-16.38634,-2.4739,-17.45994,267.94583,-66.22443,-93.80739,-205.58104,-42.1268,-53.91104,-5.41447,67.65732,142.77207,571.08342,421.99805,-85.95569,-75.40656,90.9443,84.78476,150.67186,59.89928,-18.32691,795.84876,-129.16193,271.4375,118.52286,95.14615,-20.4531,-6.94275,56.00513,-704.89435,-229.7383,105.63852,218.71488,-236.09256,54.85964,-19.09179,-295.88454,100.19934,159.58015,-56.11736,64.09658,6.15481,-261.70765,23.15347,443.58989,97.99267,53.9308,-98.77725,-20.85913,77.36699,19.53614,-17.15026,73.76549,25.20697,76.50216,11.55559
2008,47.69948,75.18721,-9.14629,16.26141,-19.29182,-7.99796,7.87447,5.40563,1.05639,8.57785,0.20097,0.5844,22.3305,3826.00795,1859.1442,1813.20197,1120.51844,1205.67111,483.52739,653.70755,346.712,326.54695,411.72727,144.39836,52.24019,376.02824,-404.28008,-245.95073,226.63406,8.46424,-25.31331,28.92195,-98.31023,33.74263,-48.74908,82.38697,-865.12266,563.16185,-244.81053,41.65621,-167.22815,112.52149,10.49749,-14.67439,7.72817,-59.59923,973.17805,183.13939,-340.72381,-98.53001,26.89871,-59.62203,137.95341,-32.51312,58.77023,1014.36715,148.90442,366.709,93.46963,-83.36718,-37.47571,-39.32015,-16.03623,-189.76617,-293.78142,-205.3682,-149.2721,117.60776,-10.2926,13.70323,-275.0998,-21.54688,183.31869,-16.46253,-6.45861,-24.92426,205.90514,-79.75923,40.00516,5.13068,10.56119,-392.86507,-98.86629,0.83389,-8.6245,76.57605,-78.11799,-19.34011,70.52884,-3.43265
